id,instructor_id,student_id,grad_date,grade
1,F99C396B-651A-6CC9-642A-86EC0D7D9471,34281572-2688-2956-6CCB-224FC40DB432,2019-11-09,C
2,4D954573-D9C7-01E7-EAEC-8EAE910FB29E,8EE7BDD2-A3D3-E62B-DEB3-3431973B87FA,2021-06-28,D
3,418D4CDD-A4ED-5EF2-1134-CECF969C45E9,34281572-2688-2956-6CCB-224FC40DB432,2017-06-16,B+
4,68C594E3-83A0-EACD-C681-576994EB041E,B3D42A8B-D2F5-4DF2-6029-84BB71DEBDCD,2020-05-15,C+
5,DA430AD1-845C-437C-E99D-6C39F7A4413B,BA606248-357B-7536-1797-3291DE32715A,2020-07-10,C+
6,F99C396B-651A-6CC9-642A-86EC0D7D9471,1407716C-A72F-2ABB-AC66-E2319BE4DCEC,2018-07-10,A-
7,1B13349B-3DA1-37E1-0546-6E1CD9395F94,43E5448F-9A21-3D7E-1424-66879CB4A1CD,2021-03-27,B
8,A39E9D52-2146-BA6F-D955-4C60C68CF133,1821B6D0-A774-7BA2-722E-9BBBD3C2F616,2021-10-08,D-
9,4DC3EBE9-9273-D5C6-4EFE-979A6A39FD36,AA8011F4-C92E-D233-0896-DA46029196D3,2020-01-27,D-
10,AF0C7752-6A63-55E2-A4ED-9B9B922A3EA6,6E6D565E-6D74-BBD3-6653-6973D11D48E5,2018-04-04,F
11,FBA41AB5-BD23-5D83-8D6E-B64AED8C315E,B5AC1F76-5DA6-017A-2A6C-2C685AAD32A4,2019-07-24,B-
12,FBA41AB5-BD23-5D83-8D6E-B64AED8C315E,2AC7A1D4-55C3-ABDB-CD53-C59AD56E56EC,2016-11-16,C-
13,55E9D3E5-4AEB-CBE9-1E95-CCB28BE0BED0,C1414124-1E2F-AB55-AEB7-E93DF04DC429,2021-06-23,C-
14,860AC510-9AEE-6EEC-EA56-84646D575447,A32A258A-768D-2DF0-9FE2-A75D36AA3AED,2021-07-09,B+
15,DA430AD1-845C-437C-E99D-6C39F7A4413B,7569241E-2451-A646-9C79-B6B72E237378,2018-05-24,F
16,251531CB-F77F-D1A2-5414-F7C14CC89CF8,818965AF-17F4-795D-0062-D0E942F14F44,2017-10-23,C
17,DA430AD1-845C-437C-E99D-6C39F7A4413B,567499DB-39A3-14F3-9E7B-3DA5DBECAAC4,2017-04-10,F
18,3AA1182C-ABD1-ABF6-36A9-5833DD3375A9,E271BD94-CCE9-228B-EB83-7DF87D8250FA,2020-06-26,A+
19,C253E446-2877-1E28-815B-37104CCCEEF5,E26A379E-9DA5-D7F7-E188-91D76DDC82C5,2019-05-14,B
20,1B13349B-3DA1-37E1-0546-6E1CD9395F94,DE5B9FE2-6648-DDD8-7648-31A6ECBA19D9,2019-06-02,D+
21,AF0C7752-6A63-55E2-A4ED-9B9B922A3EA6,5DA81C44-9B7E-3457-74EE-BC9ED4D97B3D,2017-10-07,B+
22,DA430AD1-845C-437C-E99D-6C39F7A4413B,DE9634A4-BBC3-E5D2-CE36-AB514E9490AB,2018-02-19,A-
23,233A3393-AF24-F522-DF5F-C0DAFE8B391B,5C8069F9-38AF-7836-4A7B-725584E368BE,2021-06-20,B
24,543ACB58-16F0-366B-A18A-E15B894AD9E9,E71551A1-6FC3-9C8C-BB11-5A697F4972CA,2019-07-23,D
25,A2EB3077-9B68-97D4-9963-9B3462E9C35B,B5AC1F76-5DA6-017A-2A6C-2C685AAD32A4,2020-03-19,A+
26,A39E9D52-2146-BA6F-D955-4C60C68CF133,95034968-874A-353E-BEC0-D9207DAED219,2018-11-28,C+
27,ABAC3A56-4A9C-F8D1-91E4-46481B939228,892A0823-6911-C2C6-367F-A76A2ABC92B3,2018-06-09,B
28,DF643763-AD6D-DD37-14BA-3726E2C4A2B7,73EAF2F7-DB87-D234-1A24-99CDBEA85D0D,2018-03-29,A-
29,83C5589D-44B7-587C-AF68-50F3BD12EF28,3F0AE123-4A1D-1CF2-B862-045E68FC9C4F,2019-08-02,B
30,FBA41AB5-BD23-5D83-8D6E-B64AED8C315E,B9356B62-191C-7542-4A7D-A023A1BD675C,2020-04-01,C
31,860AC510-9AEE-6EEC-EA56-84646D575447,41858618-9C5E-E132-D4E4-EE8B72DAB4C7,2019-02-12,A-
32,91851D1A-1CB9-1F92-0D58-EA3EAAE4AE8E,12FC492B-89C6-E589-28B5-86D54C28A103,2019-09-10,D-
33,91851D1A-1CB9-1F92-0D58-EA3EAAE4AE8E,CD2B16BE-D4DE-C9BF-151B-5DE605003843,2017-12-17,C-
34,4D954573-D9C7-01E7-EAEC-8EAE910FB29E,B5ED7706-4799-EA99-9A2D-BCD243EC41CB,2019-04-10,D-
35,1ECDE44C-FA80-B1B7-55B3-AC6BB57DC5B2,A6A1D23A-DF37-392A-9EB2-B6E68E436F08,2018-12-08,C-
36,428A3368-2033-E471-3DBB-E5E39FA22164,2AB61D44-FB24-63A2-75D8-D75881DC1EE9,2018-10-11,D+
37,68C594E3-83A0-EACD-C681-576994EB041E,BD5953A5-84AC-521E-CC14-EE81C1B181E7,2021-02-03,D-
38,DF643763-AD6D-DD37-14BA-3726E2C4A2B7,F6409391-E2BC-2B05-AE39-E51788465686,2018-09-23,D
39,C253E446-2877-1E28-815B-37104CCCEEF5,E4675BDE-E3F4-92E7-E841-279B6E68DC3E,2016-12-17,A+
40,418D4CDD-A4ED-5EF2-1134-CECF969C45E9,4C67B837-CA49-532E-2BA1-D256C31E6B46,2021-10-14,B-
41,07DD54FC-B7B3-1585-C120-F9E41BB353D8,F93680D4-6488-4DC8-9BE4-6CAE34EC90CB,2019-12-05,B-
42,1B13349B-3DA1-37E1-0546-6E1CD9395F94,0537C921-ED1D-D912-3BA0-C4030BAFB338,2020-07-04,C+
43,543ACB58-16F0-366B-A18A-E15B894AD9E9,34E5C978-017C-2314-65B4-218E890E1814,2020-02-08,D+
44,DF643763-AD6D-DD37-14BA-3726E2C4A2B7,6490D38E-977E-070C-0C39-38784FD4D10D,2021-10-12,A
45,418D4CDD-A4ED-5EF2-1134-CECF969C45E9,82E865EB-4FC4-B675-35A6-181DC9D39B02,2021-03-27,F
46,2C50CDC7-1AAC-2C83-5786-1B7643EBB47E,86D7FB64-762E-54A4-79E9-725B53D67D8B,2019-02-20,C-
47,676E235A-73A2-FD5D-2AAE-BE9D67988A5A,95CE27EC-C683-5778-72F9-718EE98EFDEB,2017-09-15,D
48,C253E446-2877-1E28-815B-37104CCCEEF5,24C5A63D-89E1-DFE8-37FA-A1988B28DCD5,2017-07-10,A+
49,68C594E3-83A0-EACD-C681-576994EB041E,CB9670A1-5676-253E-DC8C-5B9CD714F9E7,2020-10-09,A
50,ABAC3A56-4A9C-F8D1-91E4-46481B939228,C2ABD702-11F3-AA4D-A60B-8173B4CACCE4,2018-12-10,C
51,428A3368-2033-E471-3DBB-E5E39FA22164,57B3588A-6C3C-4989-7174-3F43C90430DB,2018-10-18,D-
52,68C594E3-83A0-EACD-C681-576994EB041E,E8634804-8BB2-6724-B945-5C3B14A39522,2020-12-19,D+
53,1B13349B-3DA1-37E1-0546-6E1CD9395F94,E5C66A3A-1D75-6F42-6175-E80CE7226456,2021-02-15,A
54,DA430AD1-845C-437C-E99D-6C39F7A4413B,5DDF2B86-240E-4C32-3646-71AC054131C9,2019-01-04,F
55,676E235A-73A2-FD5D-2AAE-BE9D67988A5A,1ACB9339-5635-37EB-F8AA-591BB2293545,2020-10-04,B+
56,E1E8D645-7474-2073-13A6-148E846F8719,A64A96C8-EE5C-B64B-AFF4-72F86244C5E7,2018-03-15,A
57,251531CB-F77F-D1A2-5414-F7C14CC89CF8,9A1E59F5-E11C-DDBA-7247-5912C8A786A5,2018-05-28,A
58,AF0C7752-6A63-55E2-A4ED-9B9B922A3EA6,D89322F9-0995-2330-43C0-857E828A966A,2017-11-05,C+
59,C253E446-2877-1E28-815B-37104CCCEEF5,93E1AD3D-E514-E529-4932-6D9CE5EA455C,2021-05-10,C
60,4DC3EBE9-9273-D5C6-4EFE-979A6A39FD36,52962BBD-8B09-747F-299B-E5EB45185315,2017-03-30,A+
61,E1E8D645-7474-2073-13A6-148E846F8719,BC7CFDD9-87A2-3443-E17D-90A3FEA39F04,2021-03-14,D
62,07DD54FC-B7B3-1585-C120-F9E41BB353D8,405EC655-0424-21FB-7C69-3B79337C38EC,2018-01-21,B
63,ABAC3A56-4A9C-F8D1-91E4-46481B939228,88871D98-8675-39C5-04DE-56A915A41253,2017-09-13,B
64,860AC510-9AEE-6EEC-EA56-84646D575447,5DA81C44-9B7E-3457-74EE-BC9ED4D97B3D,2018-12-27,C+
65,68C594E3-83A0-EACD-C681-576994EB041E,C1414124-1E2F-AB55-AEB7-E93DF04DC429,2017-01-12,B+
66,99B28EF4-D47A-FD3D-0298-5D783BDC2C3F,554733BA-91CB-913C-5E6D-43E5C74B3540,2020-03-19,D+
67,418D4CDD-A4ED-5EF2-1134-CECF969C45E9,0FA94B37-D1B3-6619-4AEE-7BF43D594361,2018-02-17,B
68,251531CB-F77F-D1A2-5414-F7C14CC89CF8,7FD2C226-EBF8-DB59-F24F-6EB0559FD173,2019-07-10,D+
69,E1E8D645-7474-2073-13A6-148E846F8719,DC50889C-8D5E-A485-3C35-11842C3CC372,2021-05-30,C-
70,1B13349B-3DA1-37E1-0546-6E1CD9395F94,E8634804-8BB2-6724-B945-5C3B14A39522,2017-11-14,A-
