id,instructor_id,student_id,grad_date,grade
1,676E235A-73A2-FD5D-2AAE-BE9D67988A5A,987386A3-6664-39DD-E6A3-2B68395DEE02,2017-06-19,A+
2,91851D1A-1CB9-1F92-0D58-EA3EAAE4AE8E,A81CB611-26BD-3C34-774D-E44122749DEB,2017-01-11,A-
3,428A3368-2033-E471-3DBB-E5E39FA22164,BC958A2C-5384-8F5E-DD4E-BA3021B777BB,2020-06-04,A+
4,4DC3EBE9-9273-D5C6-4EFE-979A6A39FD36,0FA94B37-D1B3-6619-4AEE-7BF43D594361,2018-06-05,B+
5,55E9D3E5-4AEB-CBE9-1E95-CCB28BE0BED0,6E358534-1A48-1452-AF14-A6D93F11135B,2019-03-19,F
6,68C594E3-83A0-EACD-C681-576994EB041E,E26A379E-9DA5-D7F7-E188-91D76DDC82C5,2018-03-30,A-
7,A2EB3077-9B68-97D4-9963-9B3462E9C35B,0A2955BB-11B6-CCB2-D956-55BFCB67FA94,2017-02-10,B-
8,F99C396B-651A-6CC9-642A-86EC0D7D9471,43E5448F-9A21-3D7E-1424-66879CB4A1CD,2020-03-26,A-
9,E1E8D645-7474-2073-13A6-148E846F8719,86D7FB64-762E-54A4-79E9-725B53D67D8B,2019-12-11,A-
10,91851D1A-1CB9-1F92-0D58-EA3EAAE4AE8E,419EDDE1-687E-5DF3-528D-C328F8125327,2021-02-28,B
11,91851D1A-1CB9-1F92-0D58-EA3EAAE4AE8E,DE5B9FE2-6648-DDD8-7648-31A6ECBA19D9,2019-03-19,F
12,1ECDE44C-FA80-B1B7-55B3-AC6BB57DC5B2,73A7E912-378E-4CF5-2EAE-186D0A991213,2021-04-12,D+
13,233A3393-AF24-F522-DF5F-C0DAFE8B391B,176B2A21-85E1-F1E1-78DB-961DE4C248B6,2020-04-23,A-
14,2C50CDC7-1AAC-2C83-5786-1B7643EBB47E,C2ABD702-11F3-AA4D-A60B-8173B4CACCE4,2017-03-12,B
15,68C594E3-83A0-EACD-C681-576994EB041E,BC958A2C-5384-8F5E-DD4E-BA3021B777BB,2020-10-03,D+
16,E1E8D645-7474-2073-13A6-148E846F8719,9347E864-17B8-509E-EE28-9137723D1D03,2019-04-19,C
17,DF643763-AD6D-DD37-14BA-3726E2C4A2B7,99934E62-34A9-42D7-9EBF-42E3FD93917D,2021-06-12,A
18,AF0C7752-6A63-55E2-A4ED-9B9B922A3EA6,29A6B575-981B-D96B-9AE9-B144C2535A25,2017-12-09,C
19,F99C396B-651A-6CC9-642A-86EC0D7D9471,5F62BA05-9C16-E757-0257-72520846EE75,2017-07-29,C-
20,4D954573-D9C7-01E7-EAEC-8EAE910FB29E,8063871B-B7CD-C6C0-A5AA-C04F8C584EBD,2021-08-26,F
21,251531CB-F77F-D1A2-5414-F7C14CC89CF8,12FC492B-89C6-E589-28B5-86D54C28A103,2019-09-12,A
